q1,q2,q3,q4,q5,q6
-2.049799887983928759e+00,-8.102386753907864572e-03,-5.609196067807208086e-03,-2.504240307976758118e+00,1.117849859587995986e+00,9.346406758848567753e-01
-7.523334169036849373e-01,-1.553160168062244217e+00,2.183050591812346841e+00,-2.239125145714181198e+00,3.689896551940997638e-01,1.783825731273009030e+00
-6.298541103047134992e-01,-1.544839157179032751e+00,2.461288747263598253e+00,-3.907359345711611365e+00,1.532861470552097649e-01,3.568155717021855633e+00
-5.892437381928176121e-01,-1.268306796449599982e+00,2.129645594673068132e+00,-3.960512522394819879e+00,1.185033656161593035e-01,3.637614051971889140e+00
-2.510420219147007526e+00,-1.605935032324343897e-02,2.831919511053191396e-01,-4.070843936163475618e+00,1.501065432092222096e+00,2.223967791058626631e+00
2.946347445098875362e+00,-1.070660988014860759e+00,1.207151840110044727e+00,4.300641734580772813e+00,-1.636528390796897936e+00,-2.034576720321018772e+00
1.600772323213168535e+00,-1.006706606222365075e+00,1.461563998155764876e+00,5.892519972383188920e-01,-1.027958130821659211e+00,6.838571190805250444e-01
-4.499731103633825696e-02,-7.634720656905247260e-01,1.523572840578736987e+00,-4.034180017875747204e+00,-3.896463328619351185e-01,4.071325961488043710e+00
-6.584019298151084776e-01,-4.822536379657945682e-01,1.071916865048707646e+00,-3.891696503634436421e+00,9.424743575700367249e-02,3.452369962716699270e+00
-7.752780654334808785e-01,-4.189128529137940427e-01,9.712476989448441955e-01,-3.857918934234120911e+00,1.846538583120036492e-01,3.326821369429318498e+00
7.433364993109869978e-03,-9.147999731280190283e-02,2.165944663640033685e-01,-7.819140719640003123e-01,-1.052951387312980880e-01,7.953236527769547148e-01
9.851752561689551546e-02,1.750757318288602774e-02,-3.589387343217867454e-02,1.707388557840274282e-02,-1.118270688047264816e-01,4.933387305320224847e-02
5.005148808502436764e-02,2.832468206775986402e-02,-6.022578971683688331e-02,8.066002605221951616e-03,-8.408711717249958695e-02,2.001934514748195115e-02
2.861950765868599006e-02,3.284237848725251457e-02,-7.044595256019646479e-02,4.623344185820894847e-03,-7.132626966925109668e-02,6.599914926449850991e-03
1.697250785326936962e-02,3.529293384659260013e-02,-7.599823278947634431e-02,2.969451083151031755e-03,-6.432677439833263400e-02,-9.040083708118821582e-04
9.629980789271776198e-03,3.695115187672818463e-02,-7.974686271664936654e-02,2.036629682082066479e-03,-6.004153986003922527e-02,-5.774951003024596588e-03
4.736986567883528718e-03,3.824581220744207449e-02,-8.265684052604709009e-02,1.476376370504068995e-03,-5.743338037215971886e-02,-9.135979472183974881e-03
1.231819996279566757e-03,3.939839365211651734e-02,-8.522961064147041577e-02,1.116144283696010814e-03,-5.586781582322313672e-02,-1.164929745282841309e-02
-1.471240561910904052e-03,4.051632173230063777e-02,-8.770996110738467355e-02,8.636638667288905639e-04,-5.497333220127925690e-02,-1.367878654032116982e-02
-3.632827504190755917e-03,4.165117319562039455e-02,-9.021503208405569352e-02,6.827595415455253421e-04,-5.458862435228779147e-02,-1.539226871088076459e-02
-5.420935865930139215e-03,4.283628776101661845e-02,-9.282077495616812557e-02,5.443860807671650932e-04,-5.461087275836336991e-02,-1.689217373913503434e-02
-6.937916230680005181e-03,4.410460187985477259e-02,-9.560020892864105890e-02,4.542622898006794209e-04,-5.499027811728093851e-02,-1.826798497776336086e-02
-8.292339721455368670e-03,4.546180727286577156e-02,-9.856874711546123602e-02,3.664447638213409243e-04,-5.564384542846146503e-02,-1.955413844743690913e-02
-9.538666963646986324e-03,4.691891830994263796e-02,-1.017519120937709215e-01,2.570277965088743773e-04,-5.654133567958950779e-02,-2.076936699499158309e-02
